Студент: Дмитрий         | Зачетка: 49498 | Балл: 29
Студент: Анна            | Зачетка: 13965 | Балл: 53
Студент: Иван            | Зачетка: 57415 | Балл: 91
Студент: Алексей         | Зачетка: 67947 | Балл: 6
Студент: Дмитрий         | Зачетка: 37797 | Балл: 12
Студент: Елена           | Зачетка: 70930 | Балл: 92
Студент: Алексей         | Зачетка: 94944 | Балл: 57
Студент: Мария           | Зачетка: 71751 | Балл: 8
Студент: Алексей         | Зачетка: 84355 | Балл: 35
Студент: Анна            | Зачетка: 83504 | Балл: 54
Студент: Дмитрий         | Зачетка: 84243 | Балл: 47
Студент: Иван            | Зачетка: 54671 | Балл: 66
Студент: Алексей         | Зачетка: 90587 | Балл: 81
Студент: Алексей         | Зачетка: 86721 | Балл: 88
Студент: Мария           | Зачетка: 78804 | Балл: 38
Студент: Елена           | Зачетка: 10237 | Балл: 100
Студент: Мария           | Зачетка: 57062 | Балл: 0
Студент: Анна            | Зачетка: 33553 | Балл: 53
Студент: Елена           | Зачетка: 85296 | Балл: 69
Студент: Алексей         | Зачетка: 82849 | Балл: 61
Студент: Мария           | Зачетка: 21672 | Балл: 50
Студент: Елена           | Зачетка: 95066 | Балл: 53
Студент: Иван            | Зачетка: 42651 | Балл: 68
Студент: Алексей         | Зачетка: 96898 | Балл: 16
Студент: Иван            | Зачетка: 39246 | Балл: 76
Студент: Иван            | Зачетка: 78756 | Балл: 98
Студент: Дмитрий         | Зачетка: 85531 | Балл: 48
Студент: Алексей         | Зачетка: 70393 | Балл: 52
Студент: Иван            | Зачетка: 64011 | Балл: 2
Студент: Елена           | Зачетка: 28018 | Балл: 26
Студент: Мария           | Зачетка: 21352 | Балл: 28
Студент: Мария           | Зачетка: 35620 | Балл: 9
Студент: Мария           | Зачетка: 48104 | Балл: 67
Студент: Иван            | Зачетка: 82175 | Балл: 39
Студент: Дмитрий         | Зачетка: 51481 | Балл: 93
Студент: Мария           | Зачетка: 81022 | Балл: 97
Студент: Дмитрий         | Зачетка: 38495 | Балл: 75
Студент: Мария           | Зачетка: 98495 | Балл: 69
Студент: Мария           | Зачетка: 90035 | Балл: 34
Студент: Мария           | Зачетка: 86821 | Балл: 4
Студент: Дмитрий         | Зачетка: 19148 | Балл: 37
Студент: Дмитрий         | Зачетка: 94073 | Балл: 47
Студент: Мария           | Зачетка: 38905 | Балл: 61
Студент: Елена           | Зачетка: 43868 | Балл: 42
Студент: Мария           | Зачетка: 99800 | Балл: 91
Студент: Иван            | Зачетка: 23706 | Балл: 18
Студент: Елена           | Зачетка: 35731 | Балл: 11
Студент: Мария           | Зачетка: 15398 | Балл: 65
Студент: Мария           | Зачетка: 74746 | Балл: 85
Студент: Анна            | Зачетка: 10605 | Балл: 90
Студент: Алексей         | Зачетка: 17300 | Балл: 82
Студент: Алексей         | Зачетка: 61997 | Балл: 58
Студент: Алексей         | Зачетка: 19011 | Балл: 90
Студент: Иван            | Зачетка: 89358 | Балл: 73
Студент: Алексей         | Зачетка: 26900 | Балл: 14
Студент: Алексей         | Зачетка: 30879 | Балл: 16
Студент: Елена           | Зачетка: 94861 | Балл: 68
Студент: Мария           | Зачетка: 53685 | Балл: 63
Студент: Иван            | Зачетка: 11359 | Балл: 40
Студент: Анна            | Зачетка: 76176 | Балл: 94
Студент: Дмитрий         | Зачетка: 35305 | Балл: 63
Студент: Анна            | Зачетка: 70215 | Балл: 41
Студент: Иван            | Зачетка: 39536 | Балл: 52
Студент: Дмитрий         | Зачетка: 36934 | Балл: 0
Студент: Алексей         | Зачетка: 99259 | Балл: 90
Студент: Елена           | Зачетка: 94464 | Балл: 67
Студент: Анна            | Зачетка: 55542 | Балл: 31
Студент: Мария           | Зачетка: 34133 | Балл: 57
Студент: Иван            | Зачетка: 52075 | Балл: 93
Студент: Анна            | Зачетка: 23349 | Балл: 54
Студент: Иван            | Зачетка: 41369 | Балл: 58
Студент: Иван            | Зачетка: 77651 | Балл: 96
Студент: Анна            | Зачетка: 39346 | Балл: 19
Студент: Анна            | Зачетка: 17517 | Балл: 99
Студент: Елена           | Зачетка: 39761 | Балл: 23
Студент: Иван            | Зачетка: 65503 | Балл: 37
Студент: Алексей         | Зачетка: 78550 | Балл: 82
Студент: Дмитрий         | Зачетка: 74295 | Балл: 57
Студент: Мария           | Зачетка: 81787 | Балл: 21
Студент: Иван            | Зачетка: 76451 | Балл: 91
Студент: Дмитрий         | Зачетка: 92203 | Балл: 6
Студент: Алексей         | Зачетка: 45870 | Балл: 22
Студент: Дмитрий         | Зачетка: 68865 | Балл: 77
Студент: Мария           | Зачетка: 10785 | Балл: 96
Студент: Мария           | Зачетка: 90287 | Балл: 46
Студент: Алексей         | Зачетка: 57041 | Балл: 96
Студент: Иван            | Зачетка: 84142 | Балл: 93
Студент: Елена           | Зачетка: 19539 | Балл: 96
Студент: Дмитрий         | Зачетка: 58953 | Балл: 8
Студент: Алексей         | Зачетка: 97687 | Балл: 7
Студент: Иван            | Зачетка: 59458 | Балл: 79
Студент: Дмитрий         | Зачетка: 20834 | Балл: 35
Студент: Иван            | Зачетка: 73574 | Балл: 17
Студент: Елена           | Зачетка: 36631 | Балл: 77
Студент: Елена           | Зачетка: 29072 | Балл: 26
Студент: Алексей         | Зачетка: 20273 | Балл: 65
Студент: Дмитрий         | Зачетка: 87720 | Балл: 1
Студент: Дмитрий         | Зачетка: 62573 | Балл: 10
Студент: Анна            | Зачетка: 86746 | Балл: 42
Студент: Елена           | Зачетка: 37067 | Балл: 9
Студент: Елена           | Зачетка: 92629 | Балл: 78
Студент: Алексей         | Зачетка: 52096 | Балл: 5
Студент: Алексей         | Зачетка: 69533 | Балл: 88
Студент: Алексей         | Зачетка: 97119 | Балл: 77
Студент: Алексей         | Зачетка: 88081 | Балл: 7
Студент: Алексей         | Зачетка: 65704 | Балл: 84
Студент: Дмитрий         | Зачетка: 41239 | Балл: 45
Студент: Елена           | Зачетка: 53492 | Балл: 44
Студент: Дмитрий         | Зачетка: 52209 | Балл: 76
Студент: Анна            | Зачетка: 72068 | Балл: 8
Студент: Алексей         | Зачетка: 83498 | Балл: 79
Студент: Анна            | Зачетка: 36640 | Балл: 22
Студент: Анна            | Зачетка: 89748 | Балл: 60
Студент: Елена           | Зачетка: 98417 | Балл: 62
Студент: Елена           | Зачетка: 89171 | Балл: 79
Студент: Анна            | Зачетка: 39547 | Балл: 70
Студент: Дмитрий         | Зачетка: 50790 | Балл: 3
Студент: Мария           | Зачетка: 20287 | Балл: 34
Студент: Алексей         | Зачетка: 16516 | Балл: 50
Студент: Анна            | Зачетка: 21465 | Балл: 96
Студент: Елена           | Зачетка: 89803 | Балл: 52
Студент: Дмитрий         | Зачетка: 77909 | Балл: 43
Студент: Дмитрий         | Зачетка: 45410 | Балл: 29
Студент: Дмитрий         | Зачетка: 48878 | Балл: 97
Студент: Елена           | Зачетка: 30142 | Балл: 12
Студент: Анна            | Зачетка: 90076 | Балл: 64
Студент: Иван            | Зачетка: 13636 | Балл: 32
Студент: Дмитрий         | Зачетка: 81426 | Балл: 94
Студент: Мария           | Зачетка: 74492 | Балл: 54
Студент: Дмитрий         | Зачетка: 45249 | Балл: 50
Студент: Мария           | Зачетка: 81121 | Балл: 14
Студент: Дмитрий         | Зачетка: 29964 | Балл: 35
Студент: Анна            | Зачетка: 63481 | Балл: 22
Студент: Елена           | Зачетка: 15164 | Балл: 15
Студент: Иван            | Зачетка: 80796 | Балл: 12
Студент: Дмитрий         | Зачетка: 29667 | Балл: 80
Студент: Елена           | Зачетка: 30070 | Балл: 57
Студент: Дмитрий         | Зачетка: 76485 | Балл: 17
Студент: Дмитрий         | Зачетка: 65639 | Балл: 98
Студент: Алексей         | Зачетка: 15784 | Балл: 12
Студент: Дмитрий         | Зачетка: 65908 | Балл: 90
Студент: Иван            | Зачетка: 55789 | Балл: 89
Студент: Анна            | Зачетка: 40554 | Балл: 45
Студент: Алексей         | Зачетка: 25032 | Балл: 97
Студент: Дмитрий         | Зачетка: 23009 | Балл: 95
Студент: Елена           | Зачетка: 34626 | Балл: 96
Студент: Иван            | Зачетка: 99766 | Балл: 36
Студент: Анна            | Зачетка: 79926 | Балл: 66
Студент: Дмитрий         | Зачетка: 37253 | Балл: 31
Студент: Мария           | Зачетка: 45892 | Балл: 93
Студент: Елена           | Зачетка: 84611 | Балл: 100
Студент: Елена           | Зачетка: 58062 | Балл: 79
Студент: Иван            | Зачетка: 28801 | Балл: 60
Студент: Мария           | Зачетка: 23628 | Балл: 18
Студент: Мария           | Зачетка: 88682 | Балл: 6
Студент: Иван            | Зачетка: 20301 | Балл: 2
Студент: Иван            | Зачетка: 98716 | Балл: 27
Студент: Анна            | Зачетка: 15188 | Балл: 33
Студент: Елена           | Зачетка: 21815 | Балл: 77
Студент: Елена           | Зачетка: 75845 | Балл: 66
Студент: Мария           | Зачетка: 13762 | Балл: 86
Студент: Дмитрий         | Зачетка: 35737 | Балл: 13
Студент: Анна            | Зачетка: 84839 | Балл: 52
Студент: Дмитрий         | Зачетка: 53988 | Балл: 34
Студент: Дмитрий         | Зачетка: 99827 | Балл: 34
Студент: Елена           | Зачетка: 17829 | Балл: 5
Студент: Алексей         | Зачетка: 48034 | Балл: 44
Студент: Елена           | Зачетка: 68604 | Балл: 54
Студент: Иван            | Зачетка: 41068 | Балл: 87
Студент: Алексей         | Зачетка: 70496 | Балл: 67
Студент: Анна            | Зачетка: 45149 | Балл: 71
Студент: Дмитрий         | Зачетка: 94438 | Балл: 29
Студент: Дмитрий         | Зачетка: 85565 | Балл: 10
Студент: Мария           | Зачетка: 82126 | Балл: 0
Студент: Алексей         | Зачетка: 79384 | Балл: 17
Студент: Иван            | Зачетка: 71001 | Балл: 4
Студент: Анна            | Зачетка: 93519 | Балл: 26
Студент: Иван            | Зачетка: 39036 | Балл: 67
Студент: Мария           | Зачетка: 54854 | Балл: 82
Студент: Анна            | Зачетка: 77183 | Балл: 51
Студент: Анна            | Зачетка: 68264 | Балл: 55
Студент: Мария           | Зачетка: 35564 | Балл: 80
Студент: Алексей         | Зачетка: 59494 | Балл: 15
Студент: Елена           | Зачетка: 83630 | Балл: 92
Студент: Елена           | Зачетка: 62422 | Балл: 95
Студент: Иван            | Зачетка: 14247 | Балл: 13
Студент: Мария           | Зачетка: 56822 | Балл: 19
Студент: Алексей         | Зачетка: 25485 | Балл: 68
Студент: Иван            | Зачетка: 86462 | Балл: 92
Студент: Мария           | Зачетка: 29753 | Балл: 92
Студент: Дмитрий         | Зачетка: 29526 | Балл: 99
Студент: Алексей         | Зачетка: 65445 | Балл: 78
Студент: Анна            | Зачетка: 75591 | Балл: 58
Студент: Иван            | Зачетка: 98832 | Балл: 60
Студент: Анна            | Зачетка: 80776 | Балл: 11
Студент: Иван            | Зачетка: 30816 | Балл: 1
Студент: Дмитрий         | Зачетка: 95118 | Балл: 68
Студент: Дмитрий         | Зачетка: 35878 | Балл: 17
Студент: Елена           | Зачетка: 85578 | Балл: 61
Студент: Анна            | Зачетка: 23574 | Балл: 56
Студент: Иван            | Зачетка: 67056 | Балл: 8
Студент: Алексей         | Зачетка: 98359 | Балл: 68
Студент: Иван            | Зачетка: 79110 | Балл: 84
Студент: Иван            | Зачетка: 37242 | Балл: 11
Студент: Мария           | Зачетка: 68006 | Балл: 26
Студент: Алексей         | Зачетка: 36675 | Балл: 19
Студент: Дмитрий         | Зачетка: 25311 | Балл: 34
Студент: Анна            | Зачетка: 46189 | Балл: 79
Студент: Анна            | Зачетка: 91817 | Балл: 34
Студент: Алексей         | Зачетка: 58444 | Балл: 65
Студент: Алексей         | Зачетка: 38672 | Балл: 88
Студент: Анна            | Зачетка: 25121 | Балл: 91
Студент: Елена           | Зачетка: 85756 | Балл: 67
Студент: Елена           | Зачетка: 38739 | Балл: 48
Студент: Мария           | Зачетка: 27754 | Балл: 63
Студент: Иван            | Зачетка: 66597 | Балл: 0
Студент: Иван            | Зачетка: 66679 | Балл: 87
Студент: Анна            | Зачетка: 17603 | Балл: 65
Студент: Анна            | Зачетка: 66818 | Балл: 76
Студент: Дмитрий         | Зачетка: 59897 | Балл: 47
Студент: Елена           | Зачетка: 80558 | Балл: 85
Студент: Алексей         | Зачетка: 30729 | Балл: 70
Студент: Анна            | Зачетка: 76333 | Балл: 48
Студент: Алексей         | Зачетка: 37520 | Балл: 77
Студент: Мария           | Зачетка: 13846 | Балл: 96
Студент: Мария           | Зачетка: 84611 | Балл: 75
Студент: Мария           | Зачетка: 32193 | Балл: 72
Студент: Дмитрий         | Зачетка: 19243 | Балл: 4
Студент: Дмитрий         | Зачетка: 92072 | Балл: 52
Студент: Елена           | Зачетка: 13965 | Балл: 88
Студент: Иван            | Зачетка: 58049 | Балл: 24
Студент: Алексей         | Зачетка: 13677 | Балл: 87
Студент: Анна            | Зачетка: 97549 | Балл: 22
Студент: Иван            | Зачетка: 63875 | Балл: 95
Студент: Елена           | Зачетка: 82125 | Балл: 22
Студент: Алексей         | Зачетка: 12689 | Балл: 83
Студент: Дмитрий         | Зачетка: 11213 | Балл: 67
Студент: Иван            | Зачетка: 74856 | Балл: 96
Студент: Иван            | Зачетка: 53116 | Балл: 18
Студент: Анна            | Зачетка: 91200 | Балл: 87
Студент: Дмитрий         | Зачетка: 83692 | Балл: 9
Студент: Иван            | Зачетка: 23645 | Балл: 9
Студент: Мария           | Зачетка: 10015 | Балл: 18
Студент: Дмитрий         | Зачетка: 56968 | Балл: 53
Студент: Иван            | Зачетка: 16426 | Балл: 94
Студент: Алексей         | Зачетка: 12709 | Балл: 38
Студент: Мария           | Зачетка: 65835 | Балл: 62
Студент: Дмитрий         | Зачетка: 91839 | Балл: 76
Студент: Иван            | Зачетка: 98431 | Балл: 100
Студент: Мария           | Зачетка: 49708 | Балл: 15
Студент: Иван            | Зачетка: 72618 | Балл: 72
Студент: Иван            | Зачетка: 50301 | Балл: 38
Студент: Иван            | Зачетка: 96665 | Балл: 32
Студент: Дмитрий         | Зачетка: 91919 | Балл: 66
Студент: Анна            | Зачетка: 90327 | Балл: 31
Студент: Анна            | Зачетка: 10160 | Балл: 96
Студент: Елена           | Зачетка: 55419 | Балл: 33
Студент: Иван            | Зачетка: 68206 | Балл: 87
Студент: Анна            | Зачетка: 76301 | Балл: 20
Студент: Елена           | Зачетка: 50481 | Балл: 93
Студент: Мария           | Зачетка: 24715 | Балл: 39
Студент: Алексей         | Зачетка: 19285 | Балл: 47
Студент: Дмитрий         | Зачетка: 75811 | Балл: 68
Студент: Мария           | Зачетка: 55356 | Балл: 19
Студент: Елена           | Зачетка: 99455 | Балл: 73
Студент: Иван            | Зачетка: 83859 | Балл: 12
Студент: Алексей         | Зачетка: 79310 | Балл: 70
Студент: Иван            | Зачетка: 78374 | Балл: 43
Студент: Мария           | Зачетка: 20140 | Балл: 89
Студент: Анна            | Зачетка: 63689 | Балл: 88
Студент: Мария           | Зачетка: 67002 | Балл: 73
Студент: Анна            | Зачетка: 19776 | Балл: 99
Студент: Иван            | Зачетка: 14339 | Балл: 21
Студент: Елена           | Зачетка: 87004 | Балл: 80
Студент: Иван            | Зачетка: 42094 | Балл: 16
Студент: Иван            | Зачетка: 37936 | Балл: 58
Студент: Мария           | Зачетка: 77073 | Балл: 43
Студент: Дмитрий         | Зачетка: 99998 | Балл: 81
Студент: Елена           | Зачетка: 16692 | Балл: 85
Студент: Анна            | Зачетка: 82263 | Балл: 63
Студент: Анна            | Зачетка: 44571 | Балл: 73
Студент: Елена           | Зачетка: 85741 | Балл: 78
Студент: Елена           | Зачетка: 47115 | Балл: 24
Студент: Анна            | Зачетка: 43478 | Балл: 85
Студент: Иван            | Зачетка: 30172 | Балл: 50
Студент: Мария           | Зачетка: 70806 | Балл: 60
Студент: Алексей         | Зачетка: 79617 | Балл: 26
Студент: Мария           | Зачетка: 84258 | Балл: 21
Студент: Анна            | Зачетка: 31043 | Балл: 45
Студент: Мария           | Зачетка: 18956 | Балл: 48
Студент: Иван            | Зачетка: 73064 | Балл: 66
Студент: Анна            | Зачетка: 55167 | Балл: 33
Студент: Дмитрий         | Зачетка: 99525 | Балл: 22
Студент: Мария           | Зачетка: 30778 | Балл: 11
Студент: Дмитрий         | Зачетка: 61707 | Балл: 57
Студент: Мария           | Зачетка: 71345 | Балл: 88
Студент: Иван            | Зачетка: 90595 | Балл: 34
Студент: Иван            | Зачетка: 84896 | Балл: 14
Студент: Елена           | Зачетка: 90373 | Балл: 0
Студент: Иван            | Зачетка: 80053 | Балл: 11
Студент: Мария           | Зачетка: 68880 | Балл: 16
Студент: Иван            | Зачетка: 79107 | Балл: 92
Студент: Елена           | Зачетка: 57335 | Балл: 84
Студент: Алексей         | Зачетка: 88631 | Балл: 74
Студент: Иван            | Зачетка: 77547 | Балл: 25
Студент: Елена           | Зачетка: 89684 | Балл: 78
Студент: Алексей         | Зачетка: 51307 | Балл: 86
Студент: Алексей         | Зачетка: 50214 | Балл: 6
Студент: Мария           | Зачетка: 51612 | Балл: 51
Студент: Мария           | Зачетка: 37514 | Балл: 33
Студент: Алексей         | Зачетка: 70210 | Балл: 50
Студент: Дмитрий         | Зачетка: 43370 | Балл: 34
Студент: Дмитрий         | Зачетка: 18886 | Балл: 0
Студент: Анна            | Зачетка: 54242 | Балл: 39
Студент: Мария           | Зачетка: 34879 | Балл: 100
Студент: Алексей         | Зачетка: 13742 | Балл: 33
Студент: Елена           | Зачетка: 87585 | Балл: 19
Студент: Алексей         | Зачетка: 75292 | Балл: 69
Студент: Мария           | Зачетка: 45079 | Балл: 38
Студент: Анна            | Зачетка: 52961 | Балл: 3
Студент: Алексей         | Зачетка: 98329 | Балл: 78
Студент: Иван            | Зачетка: 72777 | Балл: 9
Студент: Алексей         | Зачетка: 56718 | Балл: 32
Студент: Елена           | Зачетка: 82703 | Балл: 79
Студент: Елена           | Зачетка: 64896 | Балл: 8
Студент: Дмитрий         | Зачетка: 99193 | Балл: 58
Студент: Алексей         | Зачетка: 24422 | Балл: 71
Студент: Анна            | Зачетка: 22614 | Балл: 65
Студент: Иван            | Зачетка: 85524 | Балл: 25
Студент: Алексей         | Зачетка: 14041 | Балл: 43
Студент: Мария           | Зачетка: 31902 | Балл: 30
Студент: Елена           | Зачетка: 73995 | Балл: 60
Студент: Алексей         | Зачетка: 22997 | Балл: 64
Студент: Алексей         | Зачетка: 95776 | Балл: 57
Студент: Мария           | Зачетка: 66653 | Балл: 69
Студент: Анна            | Зачетка: 62898 | Балл: 55
Студент: Алексей         | Зачетка: 66319 | Балл: 37
Студент: Иван            | Зачетка: 98226 | Балл: 29
Студент: Елена           | Зачетка: 34034 | Балл: 0
Студент: Мария           | Зачетка: 89509 | Балл: 28
Студент: Мария           | Зачетка: 40247 | Балл: 99
Студент: Иван            | Зачетка: 53893 | Балл: 45
Студент: Анна            | Зачетка: 31345 | Балл: 79
Студент: Мария           | Зачетка: 36132 | Балл: 51
Студент: Елена           | Зачетка: 45980 | Балл: 41
Студент: Иван            | Зачетка: 78088 | Балл: 10
Студент: Иван            | Зачетка: 46532 | Балл: 53
Студент: Елена           | Зачетка: 96627 | Балл: 17
Студент: Дмитрий         | Зачетка: 87061 | Балл: 49
Студент: Иван            | Зачетка: 64988 | Балл: 61
Студент: Мария           | Зачетка: 60660 | Балл: 92
Студент: Анна            | Зачетка: 37707 | Балл: 0
Студент: Мария           | Зачетка: 72762 | Балл: 53
Студент: Алексей         | Зачетка: 54034 | Балл: 63
Студент: Елена           | Зачетка: 80635 | Балл: 86
Студент: Анна            | Зачетка: 85023 | Балл: 100
Студент: Анна            | Зачетка: 71593 | Балл: 53
Студент: Алексей         | Зачетка: 26188 | Балл: 98
Студент: Мария           | Зачетка: 39472 | Балл: 72
Студент: Анна            | Зачетка: 43144 | Балл: 60
Студент: Алексей         | Зачетка: 71967 | Балл: 25
Студент: Анна            | Зачетка: 19143 | Балл: 90
Студент: Алексей         | Зачетка: 31189 | Балл: 59
Студент: Елена           | Зачетка: 55522 | Балл: 96
Студент: Анна            | Зачетка: 85623 | Балл: 98
Студент: Дмитрий         | Зачетка: 32589 | Балл: 5
Студент: Мария           | Зачетка: 46104 | Балл: 72
Студент: Елена           | Зачетка: 65469 | Балл: 71
Студент: Дмитрий         | Зачетка: 48651 | Балл: 42
Студент: Дмитрий         | Зачетка: 80785 | Балл: 91
Студент: Елена           | Зачетка: 88829 | Балл: 51
Студент: Елена           | Зачетка: 94969 | Балл: 93
Студент: Елена           | Зачетка: 19389 | Балл: 21
Студент: Дмитрий         | Зачетка: 36731 | Балл: 27
Студент: Мария           | Зачетка: 61213 | Балл: 33
Студент: Дмитрий         | Зачетка: 36497 | Балл: 49
Студент: Дмитрий         | Зачетка: 23818 | Балл: 14
Студент: Дмитрий         | Зачетка: 14075 | Балл: 44
Студент: Мария           | Зачетка: 36693 | Балл: 56
Студент: Елена           | Зачетка: 94065 | Балл: 71
Студент: Алексей         | Зачетка: 68132 | Балл: 61
Студент: Мария           | Зачетка: 29713 | Балл: 44
Студент: Алексей         | Зачетка: 74949 | Балл: 22
Студент: Мария           | Зачетка: 19946 | Балл: 21
Студент: Елена           | Зачетка: 80913 | Балл: 31
Студент: Алексей         | Зачетка: 76035 | Балл: 72
Студент: Елена           | Зачетка: 83963 | Балл: 40
Студент: Анна            | Зачетка: 69979 | Балл: 79
Студент: Мария           | Зачетка: 99644 | Балл: 25
Студент: Дмитрий         | Зачетка: 18896 | Балл: 57
Студент: Алексей         | Зачетка: 24116 | Балл: 64
Студент: Иван            | Зачетка: 35938 | Балл: 82
Студент: Дмитрий         | Зачетка: 39551 | Балл: 40
Студент: Анна            | Зачетка: 47705 | Балл: 16
Студент: Алексей         | Зачетка: 11783 | Балл: 9
Студент: Мария           | Зачетка: 63688 | Балл: 94
Студент: Анна            | Зачетка: 23474 | Балл: 88
Студент: Елена           | Зачетка: 25126 | Балл: 34
Студент: Мария           | Зачетка: 99397 | Балл: 6
Студент: Мария           | Зачетка: 81940 | Балл: 88
Студент: Анна            | Зачетка: 43804 | Балл: 62
Студент: Анна            | Зачетка: 61902 | Балл: 55
Студент: Дмитрий         | Зачетка: 91113 | Балл: 49
Студент: Дмитрий         | Зачетка: 52542 | Балл: 68
Студент: Иван            | Зачетка: 89132 | Балл: 42
Студент: Анна            | Зачетка: 72600 | Балл: 76
Студент: Елена           | Зачетка: 73073 | Балл: 97
Студент: Анна            | Зачетка: 44156 | Балл: 0
Студент: Иван            | Зачетка: 26843 | Балл: 83
Студент: Мария           | Зачетка: 49286 | Балл: 68
Студент: Дмитрий         | Зачетка: 38030 | Балл: 37
Студент: Иван            | Зачетка: 48435 | Балл: 58
Студент: Анна            | Зачетка: 46922 | Балл: 31
Студент: Мария           | Зачетка: 93497 | Балл: 93
Студент: Мария           | Зачетка: 60293 | Балл: 39
Студент: Дмитрий         | Зачетка: 32027 | Балл: 43
Студент: Алексей         | Зачетка: 27018 | Балл: 91
Студент: Дмитрий         | Зачетка: 43735 | Балл: 70
Студент: Иван            | Зачетка: 52683 | Балл: 62
Студент: Мария           | Зачетка: 24557 | Балл: 100
Студент: Анна            | Зачетка: 76213 | Балл: 27
Студент: Дмитрий         | Зачетка: 72577 | Балл: 71
Студент: Алексей         | Зачетка: 55311 | Балл: 22
Студент: Алексей         | Зачетка: 17265 | Балл: 49
Студент: Алексей         | Зачетка: 89968 | Балл: 52
Студент: Мария           | Зачетка: 83481 | Балл: 58
Студент: Анна            | Зачетка: 26238 | Балл: 24
Студент: Мария           | Зачетка: 66473 | Балл: 53
Студент: Мария           | Зачетка: 77698 | Балл: 42
Студент: Дмитрий         | Зачетка: 44728 | Балл: 85
Студент: Дмитрий         | Зачетка: 31632 | Балл: 32
Студент: Иван            | Зачетка: 98514 | Балл: 70
Студент: Мария           | Зачетка: 13597 | Балл: 75
Студент: Мария           | Зачетка: 33156 | Балл: 35
Студент: Дмитрий         | Зачетка: 65955 | Балл: 34
Студент: Иван            | Зачетка: 38881 | Балл: 36
Студент: Мария           | Зачетка: 20654 | Балл: 51
Студент: Елена           | Зачетка: 60600 | Балл: 4
Студент: Анна            | Зачетка: 62329 | Балл: 10
Студент: Иван            | Зачетка: 45107 | Балл: 28
Студент: Дмитрий         | Зачетка: 33260 | Балл: 20
Студент: Дмитрий         | Зачетка: 56070 | Балл: 85
Студент: Анна            | Зачетка: 83483 | Балл: 48
Студент: Алексей         | Зачетка: 37301 | Балл: 78
Студент: Дмитрий         | Зачетка: 65154 | Балл: 27
Студент: Алексей         | Зачетка: 44831 | Балл: 100
Студент: Алексей         | Зачетка: 88594 | Балл: 67
Студент: Дмитрий         | Зачетка: 54842 | Балл: 68
Студент: Мария           | Зачетка: 73666 | Балл: 42
Студент: Дмитрий         | Зачетка: 29659 | Балл: 19
Студент: Алексей         | Зачетка: 59477 | Балл: 53
Студент: Елена           | Зачетка: 92323 | Балл: 4
Студент: Дмитрий         | Зачетка: 64512 | Балл: 84
Студент: Алексей         | Зачетка: 39675 | Балл: 74
Студент: Дмитрий         | Зачетка: 12524 | Балл: 60
Студент: Алексей         | Зачетка: 12146 | Балл: 67
Студент: Анна            | Зачетка: 60511 | Балл: 42
Студент: Дмитрий         | Зачетка: 39843 | Балл: 5
Студент: Мария           | Зачетка: 77640 | Балл: 23
Студент: Иван            | Зачетка: 49535 | Балл: 93
Студент: Иван            | Зачетка: 24642 | Балл: 48
Студент: Алексей         | Зачетка: 98189 | Балл: 37
Студент: Анна            | Зачетка: 57541 | Балл: 63
Студент: Елена           | Зачетка: 27396 | Балл: 93
Студент: Иван            | Зачетка: 18922 | Балл: 43
Студент: Анна            | Зачетка: 27888 | Балл: 80
Студент: Дмитрий         | Зачетка: 97942 | Балл: 72
Студент: Анна            | Зачетка: 43277 | Балл: 70
Студент: Алексей         | Зачетка: 50241 | Балл: 34
Студент: Анна            | Зачетка: 49639 | Балл: 31
Студент: Алексей         | Зачетка: 22115 | Балл: 22
Студент: Дмитрий         | Зачетка: 76304 | Балл: 32
Студент: Мария           | Зачетка: 95592 | Балл: 47
Студент: Дмитрий         | Зачетка: 10150 | Балл: 58
Студент: Алексей         | Зачетка: 79177 | Балл: 44
Студент: Дмитрий         | Зачетка: 26883 | Балл: 8
Студент: Иван            | Зачетка: 85594 | Балл: 87
Студент: Мария           | Зачетка: 77839 | Балл: 78
Студент: Анна            | Зачетка: 86534 | Балл: 75
Студент: Дмитрий         | Зачетка: 72739 | Балл: 7
Студент: Анна            | Зачетка: 38549 | Балл: 28
Студент: Мария           | Зачетка: 46490 | Балл: 35
Студент: Мария           | Зачетка: 40039 | Балл: 31
Студент: Анна            | Зачетка: 64328 | Балл: 46
Студент: Мария           | Зачетка: 82744 | Балл: 85
Студент: Мария           | Зачетка: 34266 | Балл: 33
Студент: Анна            | Зачетка: 27240 | Балл: 38
Студент: Дмитрий         | Зачетка: 29951 | Балл: 87
Студент: Дмитрий         | Зачетка: 83495 | Балл: 96
Студент: Дмитрий         | Зачетка: 59012 | Балл: 78
Студент: Мария           | Зачетка: 65744 | Балл: 85
Студент: Дмитрий         | Зачетка: 90904 | Балл: 6
Студент: Иван            | Зачетка: 62272 | Балл: 35
Студент: Алексей         | Зачетка: 82178 | Балл: 35
Студент: Дмитрий         | Зачетка: 10959 | Балл: 31
Студент: Мария           | Зачетка: 71366 | Балл: 14
Студент: Елена           | Зачетка: 67632 | Балл: 36
Студент: Алексей         | Зачетка: 10046 | Балл: 31
Студент: Иван            | Зачетка: 58205 | Балл: 89
Студент: Анна            | Зачетка: 52030 | Балл: 55
Студент: Иван            | Зачетка: 98639 | Балл: 68
Студент: Анна            | Зачетка: 79122 | Балл: 4
Студент: Мария           | Зачетка: 80313 | Балл: 56
Студент: Елена           | Зачетка: 47760 | Балл: 68
Студент: Иван            | Зачетка: 96347 | Балл: 98
